route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"87A",11367_14,11367_24192,"DOŁY SMUTNA",,1,87   /03,2418627,0,0
"87A",11367_14,11367_24193,"ŻUBARDŹ",,0,87   /03,2418626,0,0
"87A",11367_14,11367_24194,"PRZEJAZD TECHNICZNY",,0,87   /03,2418625,0,0
"87A",11367_14,11367_24195,"PRZEJAZD TECHNICZNY",,0,87   /03,2418628,0,0
"87A",11367_14,11367_24196,"DOŁY SMUTNA",,1,87   /03,2418627,0,0
"87A",11367_14,11367_24197,"ŻUBARDŹ",,0,87   /03,2418626,0,0
"87A",11367_14,11367_24198,"DOŁY SMUTNA",,1,87   /03,2418627,0,0
"10A",11367_11,11367_242,"WIDZEW AUGUSTÓW",,0,10   /15,2418310,0,0
"43",11367_11,11367_2420,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /01,2418146,0,0
"87A",11367_14,11367_24200,"87A ZJAZD DO LIMANOWSKIEGO",,1,87   /03,2418630,0,0
"87A",11367_14,11367_24201,"DOŁY SMUTNA",,1,87   /04,2418627,0,0
"87A",11367_14,11367_24202,"ŻUBARDŹ",,0,87   /04,2418626,0,0
"87A",11367_14,11367_24203,"PRZEJAZD TECHNICZNY",,0,87   /04,2418625,0,0
"87A",11367_14,11367_24204,"PRZEJAZD TECHNICZNY",,0,87   /04,2418628,0,0
"87A",11367_14,11367_24205,"DOŁY SMUTNA",,1,87   /04,2418627,0,0
"87A",11367_14,11367_24206,"ŻUBARDŹ",,0,87   /04,2418626,0,0
"87A",11367_14,11367_24207,"DOŁY SMUTNA",,1,87   /04,2418627,0,0
"87A",11367_14,11367_24208,"ŻUBARDŹ",,0,87   /04,2418626,0,0
"87A",11367_14,11367_24209,"PRZEJAZD TECHNICZNY",,0,87   /04,2418625,0,0
"43",11367_11,11367_2421,"LEGIONÓW WŁÓKNIARZY",,0,43   /01,2418144,0,0
"87A",11367_14,11367_24210,"PRZEJAZD TECHNICZNY",,0,87   /04,2418628,0,0
"87A",11367_14,11367_24211,"DOŁY SMUTNA",,1,87   /04,2418627,0,0
"87A",11367_14,11367_24212,"ŻUBARDŹ",,0,87   /04,2418626,0,0
"87A",11367_14,11367_24213,"ŻUBARDŹ",,0,87   /05,2418629,0,0
"87A",11367_14,11367_24214,"DOŁY SMUTNA",,1,87   /05,2418627,0,0
"87A",11367_14,11367_24215,"ŻUBARDŹ",,0,87   /05,2418626,0,0
"87A",11367_14,11367_24216,"PRZEJAZD TECHNICZNY",,0,87   /05,2418625,0,0
"87A",11367_14,11367_24217,"PRZEJAZD TECHNICZNY",,0,87   /05,2418628,0,0
"87A",11367_14,11367_24218,"DOŁY SMUTNA",,1,87   /05,2418627,0,0
"87A",11367_14,11367_24219,"ŻUBARDŹ",,0,87   /05,2418626,0,0
"43",11367_11,11367_2422,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /01,2418146,0,0
"87A",11367_14,11367_24220,"DOŁY SMUTNA",,1,87   /05,2418627,0,0
"87A",11367_14,11367_24221,"ŻUBARDŹ",,0,87   /05,2418626,0,0
"87A",11367_14,11367_24222,"PRZEJAZD TECHNICZNY",,0,87   /05,2418625,0,0
"87A",11367_14,11367_24223,"PRZEJAZD TECHNICZNY",,0,87   /05,2418628,0,0
"87A",11367_14,11367_24224,"DOŁY SMUTNA",,1,87   /05,2418627,0,0
"87A",11367_14,11367_24225,"ŻUBARDŹ",,0,87   /05,2418626,0,0
"87B",11367_14,11367_24226,"ŻUBARDŹ",,0,87   /01,2418637,0,0
"87B",11367_14,11367_24227,"TELEFONICZNA ZAJEZDNIA",,1,87   /01,2418635,0,0
"87B",11367_14,11367_24228,"ŻUBARDŹ",,0,87   /01,2418634,0,0
"87B",11367_14,11367_24229,"TELEFONICZNA ZAJEZDNIA",,1,87   /01,2418635,0,0
"43",11367_11,11367_2423,"LEGIONÓW WŁÓKNIARZY",,0,43   /01,2418144,0,0
"87B",11367_14,11367_24230,"ŻUBARDŹ",,0,87   /01,2418634,0,0
"87B",11367_14,11367_24231,"PRZEJAZD TECHNICZNY",,0,87   /01,2418632,0,0
"87B",11367_14,11367_24232,"PRZEJAZD TECHNICZNY",,0,87   /01,2418636,0,0
"87B",11367_14,11367_24233,"TELEFONICZNA ZAJEZDNIA",,1,87   /01,2418635,0,0
"87B",11367_14,11367_24234,"ŻUBARDŹ",,0,87   /01,2418634,0,0
"87B",11367_14,11367_24235,"TELEFONICZNA ZAJEZDNIA",,1,87   /01,2418635,0,0
"87B",11367_14,11367_24236,"ŻUBARDŹ",,0,87   /01,2418634,0,0
"87B",11367_14,11367_24237,"PRZEJAZD TECHNICZNY",,0,87   /01,2418632,0,0
"87B",11367_14,11367_24238,"PRZEJAZD TECHNICZNY",,0,87   /01,2418636,0,0
"87B",11367_14,11367_24239,"TELEFONICZNA ZAJEZDNIA",,1,87   /01,2418635,0,0
"43",11367_11,11367_2424,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /01,2418146,0,0
"87B",11367_14,11367_24240,"ŻUBARDŹ",,0,87   /01,2418634,0,0
"87B",11367_14,11367_24241,"TELEFONICZNA ZAJEZDNIA",,1,87   /02,2418635,0,0
"87B",11367_14,11367_24242,"ŻUBARDŹ",,0,87   /02,2418634,0,0
"87B",11367_14,11367_24243,"PRZEJAZD TECHNICZNY",,0,87   /02,2418632,0,0
"87B",11367_14,11367_24244,"PRZEJAZD TECHNICZNY",,0,87   /02,2418636,0,0
"87B",11367_14,11367_24245,"TELEFONICZNA ZAJEZDNIA",,1,87   /02,2418635,0,0
"87B",11367_14,11367_24246,"ŻUBARDŹ",,0,87   /02,2418634,0,0
"87B",11367_14,11367_24247,"TELEFONICZNA ZAJEZDNIA",,1,87   /02,2418635,0,0
"87B",11367_14,11367_24248,"ŻUBARDŹ",,0,87   /02,2418634,0,0
"87B",11367_14,11367_24249,"PRZEJAZD TECHNICZNY",,0,87   /02,2418632,0,0
"43",11367_11,11367_2425,"LEGIONÓW WŁÓKNIARZY",,0,43   /01,2418144,0,0
"87B",11367_14,11367_24250,"PRZEJAZD TECHNICZNY",,0,87   /02,2418636,0,0
"87B",11367_14,11367_24251,"TELEFONICZNA ZAJEZDNIA",,1,87   /02,2418635,0,0
"87B",11367_14,11367_24252,"ŻUBARDŹ",,0,87   /02,2418634,0,0
"87B",11367_14,11367_24253,"TELEFONICZNA ZAJEZDNIA",,1,87   /02,2418635,0,0
"87B",11367_14,11367_24255,"87B ZJAZD DO LIMANOWSKIEGO",,1,87   /02,2418631,0,0
"87B",11367_14,11367_24256,"TELEFONICZNA ZAJEZDNIA",,1,87   /03,2418635,0,0
"87B",11367_14,11367_24257,"ŻUBARDŹ",,0,87   /03,2418634,0,0
"87B",11367_14,11367_24258,"PRZEJAZD TECHNICZNY",,0,87   /03,2418632,0,0
"87B",11367_14,11367_24259,"PRZEJAZD TECHNICZNY",,0,87   /03,2418636,0,0
"43",11367_11,11367_2426,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /01,2418146,0,0
"87B",11367_14,11367_24260,"TELEFONICZNA ZAJEZDNIA",,1,87   /03,2418635,0,0
"87B",11367_14,11367_24261,"ŻUBARDŹ",,0,87   /03,2418634,0,0
"87B",11367_14,11367_24262,"TELEFONICZNA ZAJEZDNIA",,1,87   /03,2418635,0,0
"87B",11367_14,11367_24263,"ŻUBARDŹ",,0,87   /03,2418634,0,0
"87B",11367_14,11367_24264,"PRZEJAZD TECHNICZNY",,0,87   /03,2418632,0,0
"87B",11367_14,11367_24265,"PRZEJAZD TECHNICZNY",,0,87   /03,2418636,0,0
"87B",11367_14,11367_24266,"TELEFONICZNA ZAJEZDNIA",,1,87   /03,2418635,0,0
"87B",11367_14,11367_24267,"ŻUBARDŹ",,0,87   /03,2418634,0,0
"87B",11367_14,11367_24268,"ŻUBARDŹ",,0,87   /04,2418637,0,0
"87B",11367_14,11367_24269,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"43",11367_11,11367_2427,"LEGIONÓW WŁÓKNIARZY",,0,43   /01,2418145,0,0
"87B",11367_14,11367_24270,"ŻUBARDŹ",,0,87   /04,2418634,0,0
"87B",11367_14,11367_24271,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"87B",11367_14,11367_24272,"ŻUBARDŹ",,0,87   /04,2418634,0,0
"87B",11367_14,11367_24273,"PRZEJAZD TECHNICZNY",,0,87   /04,2418632,0,0
"87B",11367_14,11367_24274,"PRZEJAZD TECHNICZNY",,0,87   /04,2418636,0,0
"87B",11367_14,11367_24275,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"87B",11367_14,11367_24276,"ŻUBARDŹ",,0,87   /04,2418634,0,0
"87B",11367_14,11367_24277,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"87B",11367_14,11367_24278,"ŻUBARDŹ",,0,87   /04,2418634,0,0
"87B",11367_14,11367_24279,"PRZEJAZD TECHNICZNY",,0,87   /04,2418632,0,0
"43",11367_11,11367_2428,"PRZEJAZD TECHNICZNY",,1,43   /01,2418147,0,0
"87B",11367_14,11367_24280,"PRZEJAZD TECHNICZNY",,0,87   /04,2418636,0,0
"87B",11367_14,11367_24281,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"87B",11367_14,11367_24282,"ŻUBARDŹ",,0,87   /04,2418634,0,0
"87B",11367_14,11367_24283,"TELEFONICZNA ZAJEZDNIA",,1,87   /04,2418635,0,0
"87B",11367_14,11367_24285,"87B ZJAZD DO LIMANOWSKIEGO",,1,87   /04,2418631,0,0
"87B",11367_14,11367_24286,"TELEFONICZNA ZAJEZDNIA",,1,87   /05,2418635,0,0
"87B",11367_14,11367_24287,"ŻUBARDŹ",,0,87   /05,2418634,0,0
"87B",11367_14,11367_24288,"PRZEJAZD TECHNICZNY",,0,87   /05,2418632,0,0
"87B",11367_14,11367_24289,"PRZEJAZD TECHNICZNY",,0,87   /05,2418636,0,0
"43",11367_11,11367_2429,"PRZEJAZD TECHNICZNY",,0,43   /02,2418143,0,0
"87B",11367_14,11367_24290,"TELEFONICZNA ZAJEZDNIA",,1,87   /05,2418635,0,0
"87B",11367_14,11367_24291,"ŻUBARDŹ",,0,87   /05,2418634,0,0
"87B",11367_14,11367_24292,"TELEFONICZNA ZAJEZDNIA",,1,87   /05,2418635,0,0
"87B",11367_14,11367_24293,"ŻUBARDŹ",,0,87   /05,2418634,0,0
"87B",11367_14,11367_24294,"PRZEJAZD TECHNICZNY",,0,87   /05,2418632,0,0
"87B",11367_14,11367_24295,"PRZEJAZD TECHNICZNY",,0,87   /05,2418636,0,0
"87B",11367_14,11367_24296,"TELEFONICZNA ZAJEZDNIA",,1,87   /05,2418635,0,0
"87B",11367_14,11367_24298,"87B ZJAZD DO LIMANOWSKIEGO",,1,87   /05,2418631,0,0
"88A",11367_14,11367_24299,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"10A",11367_11,11367_243,"RETKINIA",,1,10   /15,2418311,0,0
"43",11367_11,11367_2430,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"88A",11367_14,11367_24300,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24301,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24302,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24303,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24304,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24305,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24306,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24307,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24308,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24309,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"43",11367_11,11367_2431,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"88A",11367_14,11367_24310,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24311,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24312,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24313,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24314,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24315,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24316,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24317,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24318,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24319,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"43",11367_11,11367_2432,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"88A",11367_14,11367_24320,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418642,0,0
"88A",11367_14,11367_24321,"ŁUKASZEW ZJAZDOWA",,0,88   /01,2418641,0,0
"88A",11367_14,11367_24323,"88A ZJAZD DO LIMANOWSKIEGO",,1,88   /01,2418640,0,0
"88A",11367_14,11367_24324,"DW. ŁÓDŹ FABRYCZNA",,0,88   /02,2418639,0,0
"88A",11367_14,11367_24325,"ŁUKASZEW ZJAZDOWA",,0,88   /02,2418641,0,0
"88A",11367_14,11367_24326,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418642,0,0
"88A",11367_14,11367_24327,"ŁUKASZEW ZJAZDOWA",,0,88   /02,2418641,0,0
"88A",11367_14,11367_24328,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418642,0,0
"88A",11367_14,11367_24329,"ŁUKASZEW ZJAZDOWA",,0,88   /02,2418641,0,0
"43",11367_11,11367_2433,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"88A",11367_14,11367_24330,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418642,0,0
"88A",11367_14,11367_24331,"ŁUKASZEW ZJAZDOWA",,0,88   /02,2418641,0,0
"88A",11367_14,11367_24332,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418642,0,0
"88C",11367_14,11367_24333,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /01,2418649,0,0
"88C",11367_14,11367_24334,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /01,2418650,0,0
"88C",11367_14,11367_24335,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /01,2418649,0,0
"88C",11367_14,11367_24336,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /01,2418650,0,0
"88C",11367_14,11367_24337,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /02,2418649,0,0
"88C",11367_14,11367_24338,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /02,2418650,0,0
"88C",11367_14,11367_24339,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /02,2418649,0,0
"43",11367_11,11367_2434,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"88C",11367_14,11367_24340,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /02,2418650,0,0
"88C",11367_14,11367_24341,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /02,2418649,0,0
"88C",11367_14,11367_24342,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /02,2418650,0,0
"88C",11367_14,11367_24343,"SKOSZEWY PRZEZ BORCHÓWKA",,0,88   /02,2418649,0,0
"88C",11367_14,11367_24344,"DW. ŁÓDŹ FABRYCZNA PRZEZ BORCHÓWKA",,1,88   /02,2418650,0,0
"88C",11367_14,11367_24345,"88C ZJAZD DO LIMANOWSKIEGO",,1,88   /02,2418648,0,0
"88D",11367_14,11367_24346,"DW. ŁÓDŹ FABRYCZNA",,0,88   /01,2418652,0,0
"88D",11367_14,11367_24347,"KALONKA CENTRUM OJCA PIO",,0,88   /01,2418654,0,0
"88D",11367_14,11367_24348,"DW. ŁÓDŹ FABRYCZNA",,1,88   /01,2418655,0,0
"88D",11367_14,11367_24349,"KALONKA CENTRUM OJCA PIO",,0,88   /02,2418654,0,0
"43",11367_11,11367_2435,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"88D",11367_14,11367_24350,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418655,0,0
"88D",11367_14,11367_24351,"KALONKA CENTRUM OJCA PIO",,0,88   /02,2418654,0,0
"88D",11367_14,11367_24352,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418655,0,0
"88D",11367_14,11367_24353,"KALONKA CENTRUM OJCA PIO",,0,88   /02,2418654,0,0
"88D",11367_14,11367_24354,"DW. ŁÓDŹ FABRYCZNA",,1,88   /02,2418655,0,0
"89",11367_14,11367_24355,"CM. SZCZECIŃSKA",,0,89   /01,2418271,0,0
"89",11367_14,11367_24357,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24358,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24359,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"43",11367_11,11367_2436,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"89",11367_14,11367_24360,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24361,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24362,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24363,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24364,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24365,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24366,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24367,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24368,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24369,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"43",11367_11,11367_2437,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"89",11367_14,11367_24370,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24371,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24372,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24373,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24374,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24375,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24376,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24377,"PL. SŁONECZNY",,0,89   /01,2418269,0,0
"89",11367_14,11367_24378,"CM. SZCZECIŃSKA",,1,89   /01,2418268,0,0
"89",11367_14,11367_24379,"RADOGOSZCZ ZACHÓD",,0,89   /01,2418270,0,0
"43",11367_11,11367_2438,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"89",11367_14,11367_24380,"89 ZJAZD DO LIMANOWSKIEGO",,1,89   /01,2418276,0,0
"89",11367_14,11367_24381,"PL. SŁONECZNY",,0,89   /02,2418277,0,0
"89",11367_14,11367_24383,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24384,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24385,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24386,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24387,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24388,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24389,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"43",11367_11,11367_2439,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"89",11367_14,11367_24390,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24391,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24392,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24393,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24394,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24395,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24396,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24397,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24398,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24399,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"10A",11367_11,11367_244,"WIDZEW AUGUSTÓW",,0,10   /16,2418310,0,0
"43",11367_11,11367_2440,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"89",11367_14,11367_24400,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24401,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24402,"PL. SŁONECZNY",,0,89   /02,2418269,0,0
"89",11367_14,11367_24403,"CM. SZCZECIŃSKA",,1,89   /02,2418268,0,0
"89",11367_14,11367_24404,"RADOGOSZCZ ZACHÓD",,0,89   /02,2418270,0,0
"89",11367_14,11367_24405,"89 ZJAZD DO LIMANOWSKIEGO",,1,89   /02,2418276,0,0
"9",11367_14,11367_24406,"OLECHÓW",,0,9    /01,2418065,0,0
"9",11367_14,11367_24408,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24409,"OLECHÓW",,1,9    /01,2418059,0,0
"43",11367_11,11367_2441,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"9",11367_14,11367_24410,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24411,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24412,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24413,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24414,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24415,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24416,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24417,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24418,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24419,"OLECHÓW",,1,9    /01,2418059,0,0
"43",11367_11,11367_2442,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"9",11367_14,11367_24420,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24421,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24422,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24423,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24424,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24425,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24426,"DW. ŁÓDŹ FABRYCZNA",,0,9    /01,2418058,0,0
"9",11367_14,11367_24427,"OLECHÓW",,1,9    /01,2418059,0,0
"9",11367_14,11367_24429,"9 DO ZAJEZDNI CHOCIANOWICE",,1,9    /01,2418062,0,0
"43",11367_11,11367_2443,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"9",11367_14,11367_24430,"OLECHÓW",,0,9    /02,2418057,0,0
"9",11367_14,11367_24432,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24433,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24434,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24435,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24436,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24437,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24438,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24439,"OLECHÓW",,1,9    /02,2418059,0,0
"43",11367_11,11367_2444,"KONSTANTYNÓW ŁÓDZKI PL. WOLNOŚCI",,1,43   /02,2418146,0,0
"9",11367_14,11367_24440,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24441,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24442,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24443,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24444,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24445,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24446,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24447,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24448,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24449,"OLECHÓW",,1,9    /02,2418059,0,0
"43",11367_11,11367_2445,"LEGIONÓW WŁÓKNIARZY",,0,43   /02,2418144,0,0
"9",11367_14,11367_24450,"DW. ŁÓDŹ FABRYCZNA",,0,9    /02,2418058,0,0
"9",11367_14,11367_24451,"OLECHÓW",,1,9    /02,2418059,0,0
"9",11367_14,11367_24453,"9 DO ZAJEZDNI CHOCIANOWICE",,1,9    /02,2418062,0,0
"9",11367_14,11367_24454,"OLECHÓW",,0,9    /03,2418065,0,0
"9",11367_14,11367_24456,"DW. ŁÓDŹ FABRYCZNA",,0,9    /03,2418058,0,0
"9",11367_14,11367_24457,"OLECHÓW",,1,9    /03,2418059,0,0
"9",11367_14,11367_24458,"DW. ŁÓDŹ FABRYCZNA",,0,9    /03,2418058,0,0
"9",11367_14,11367_24459,"OLECHÓW",,1,9    /03,2418059,0,0
